title,RefinableString01,AssuntoNormativoOWSMTXT,ResponsavelOWSText,listItemId,TipodoNormativoOWSCHCS,NumeroOWSNMBR,RevogadoOWSBOOL,HitHighlightedSummary,CanceladoOWSBOOL,data,RefinableString03,RowNumber
Comunicado N° 38.162,7/1/2022 14:30,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128499,Comunicado,38162,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Sicoob - Credimed - Cooperativa de Crédito de Livre Admissão da Cidade de  ,0,2022-01-07T17:30:25Z,7/1/2022 14:30,732
Comunicado N° 38.155,6/1/2022 15:45,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128492,Comunicado,38155,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Crédito com Interação Solidária Liderança - Cresol Liderança  ,0,2022-01-06T18:45:09Z,6/1/2022 15:45,733
Instrução Normativa BCB N° 226,6/1/2022 14:31,"Divulga relação das instituições financeiras pertencentes ao ""Grupo A"" e ao ""Grupo B"", para fins do recolhimento compulsório sobre recursos à vista.",DEBAN,51656,Instrução Normativa BCB,226,1,"Divulga relação das instituições financeiras pertencentes ao &quot;Grupo A  BCV - Banco de Crédito e Varejo S.A.  Banco Cooperativo Sicoob S.A. – Banco
Sicoob  Banco Cooperativo Sicredi S.A.  ",0,2022-01-06T17:31:00Z,6/1/2022 14:31,734
Instrução Normativa BCB N° 223,28/12/2021 15:27,"Dispõe sobre os procedimentos de solicitações de autorização para classificação diversa na carteira de negociação quando do reconhecimento contábil inicial, para reclassificação de uma operação específica para a carteira bancária ou para a carteira de negociação e para a constituição de mesa de operações dedicada ao registro de transferências internas de riscos com efeitos no requerimento de capital, de que tratam a Resolução nº 4.557, de 23 de fevereiro de 2017, e a Resolução BCB nº 111, de 6 de julho de 2021.",DEGEF,51653,Instrução Normativa BCB,223,0,"Dispõe sobre os procedimentos de solicitações de autorização para classificação diversa  do Departamento de
Supervisão de Cooperativas e de Instituições Não Bancárias (Desuc) e do  ",0,2021-12-28T18:27:00Z,28/12/2021 15:27,735
Instrução Normativa BCB N° 222,28/12/2021 12:19,"Estabelece os procedimentos para a remessa das informações relativas aos riscos social, ambiental e climático de exposições em operações de crédito e títulos e valores mobiliários de que trata a Resolução BCB nº 151, de 6 de outubro de 2021.",DESIG,51652,Instrução Normativa BCB,222,0,"III - pelos bancos cooperativos, pelas confederações de crédito,
pelas  de serviço constituídas por cooperativas centrais de
crédito ou pelas cooperativas centrais de crédito, em  ",0,2021-12-28T15:19:00Z,28/12/2021 12:19,736
Comunicado N° 38.119,28/12/2021 09:18,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128456,Comunicado,38119,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos  Instituição Unicred Costa do Sol RJ - Cooperativa de Economia e Crédito Mútuo Ltda. (CNPJ 39.231.527  ,0,2021-12-28T12:18:53Z,28/12/2021 09:18,737
Comunicado N° 38.116,27/12/2021 15:31,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128453,Comunicado,38116,0,"Instituição Cooperativa de Crédito, Poupança e Investimento Sul Minas do Rio Grande do Sul  Instituição Cooperativa de Economia e Crédito Mútuo dos Integrantes do Ministério Público  ",0,2021-12-27T18:31:19Z,27/12/2021 15:31,738
Comunicado N° 38.113,24/12/2021 11:17,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128450,Comunicado,38113,0,Instituição Cooperativa de Crédito Sicoob Cred-Acif (CNPJ 04.013.172  Instituição Cooperativa de Crédito Rural e Economia com Interação Solidária de Getúlio  ,0,2021-12-24T14:17:29Z,24/12/2021 11:17,739
Resolução BCB N° 177,22/12/2021 18:02,Aprova o Manual de Penalidades do Pix.,SECRE,51641,Resolução BCB,177,0,"Aprova o Manual de Penalidades do Pix  Resolução BCB nº 270/2022 - Alteração no Anexo I, a partir de 1º/3/2023 - Nova redação: art  6º, inciso II, do Anexo I; e Anexo II  ",0,2021-12-22T21:02:00Z,22/12/2021 18:02,740
Comunicado N° 38.098,22/12/2021 13:32,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128435,Comunicado,38098,0,Instituição Cooperativa Central de Economia e Crédito Mútuo - Sicoob Unimais (CNPJ 73.085.573  Instituição Cooperativa de Economia e Crédito Mútuo dos Empregados da Prolec GE Brasil  ,0,2021-12-22T16:32:27Z,22/12/2021 13:32,741
Comunicado N° 38.093,21/12/2021 13:50,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128430,Comunicado,38093,0,Instituição Cooperativa de Crédito de Livre Admissão União e Negócios - Sicoob Integração  Instituição Cooperativa de Crédito dos Magistrados do Estado do Rio de Janeiro Ltda  ,0,2021-12-21T16:50:12Z,21/12/2021 13:50,742
Comunicado N° 38.084,20/12/2021 13:51,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128421,Comunicado,38084,0,"Instituição Monetarie Sociedade de Crédito Direto S.A. (CNPJ INEXISTENTE  Instituição Cooperativa de Crédito, Poupança e Investimento Integração de Estados do Rio  ",0,2021-12-20T16:51:47Z,20/12/2021 13:51,743
Comunicado N° 38.078,17/12/2021 14:40,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128415,Comunicado,38078,0,"Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições  Instituição Cooperativa de Crédito, Poupança e Investimento Caminho das Águas RS – Sicredi  ",0,2021-12-17T17:40:50Z,17/12/2021 14:40,744
Comunicado N° 38.076,17/12/2021 11:46,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128413,Comunicado,38076,0,Instituição Sicoob Unimais Metropolitana - Cooperativa de Crédito de Livre Admissão (CNPJ 00.259.231  Instituição Cooperativa de Crédito Vale do Itajaí - Viacredi (CNPJ 82.639.451  ,0,2021-12-17T14:46:31Z,17/12/2021 11:46,745
Resolução CMN N° 4.971,16/12/2021 19:02,"Estabelece as condições para realização dos leilões e os mecanismos de controle e de aferição de resultados de que tratam a Lei nº 14.042, de 19 de agosto de 2020, e a Lei nº 14.043, de 19 de agosto de 2020.",SECRE,51630,Resolução CMN,4971,0,"com vistas à cessão onerosa dos créditos;II - o edital
conterá a descrição detalhada dos créditos objeto do leilão, que poderão ser  ",0,2021-12-16T22:02:00Z,16/12/2021 19:02,746
Instrução Normativa BCB N° 203,10/12/2021 14:23,Estabelece os procedimentos necessários para a adesão ao Pix.,DECEM,51622,Instrução Normativa BCB,203,1,"2º, as cooperativas singulares de crédito filiadas a uma cooperativa central de crédito cujo cadastro tenha sido realizado nos  ",0,2021-12-10T17:23:00Z,10/12/2021 14:23,747
Comunicado N° 38.034,10/12/2021 11:09,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128371,Comunicado,38034,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos  Instituição Sicoob Unimais Metropolitana - Cooperativa de Crédito de Livre Admissão (CNPJ 00.259.231  ,0,2021-12-10T14:09:34Z,10/12/2021 11:09,748
Resolução BCB N° 173,9/12/2021 18:03,Divulga novo Regulamento do Comitê de Estabilidade Financeira (Comef).,SECRE,51614,Resolução BCB,173,0,"Divulga novo Regulamento do Comitê de Estabilidade Financeira (Comef  9º; 10, inciso VI; e 11  IV -
Departamento de Supervisão de Cooperativas e de Instituições Não Bancárias
(Desuc  ",0,2021-12-09T21:03:00Z,9/12/2021 18:03,749
Resolução BCB N° 171,9/12/2021 18:01,Dispõe sobre a apuração das informações para avaliação da importância sistêmica global (IAISG) de instituições financeiras e sobre a remessa ao Banco Central do Brasil das referidas informações.,SECRE,51612,Resolução BCB,171,0,Dispõe sobre a apuração das informações para avaliação da importância sistêmica global (IAISG) de instituições financeiras e sobre a remessa ao Banco Central do Brasil das  ,0,2021-12-09T21:01:00Z,9/12/2021 18:01,750
Instrução Normativa BCB N° 195,9/12/2021 16:20,Estabelece procedimentos de remessa do Balancete Patrimonial Analítico e do Balanço Patrimonial Analítico pelas instituições financeiras e demais instituições autorizadas a funcionar pelo Banco Central do Brasil.,DESIG,51610,Instrução Normativa BCB,195,0,"VII - cooperativas de crédito  II -
pelo banco cooperativo, pela confederação de crédito ou pela cooperativa
central de crédito, para as suas cooperativas filiadas  ",0,2021-12-09T19:20:00Z,9/12/2021 16:20,751
Comunicado N° 38.027,9/12/2021 11:10,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128363,Comunicado,38027,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Economia e Crédito Mútuo dos Funcionários da Astrazeneca do  ,0,2021-12-09T14:10:47Z,9/12/2021 11:10,752
Comunicado N° 38.011,7/12/2021 12:34,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128347,Comunicado,38011,0,Instituição Cooperativa de Economia e Crédito Mútuo dos Magistrados de São Paulo  Instituição Sicoob Credinova - Cooperativa de Crédito de Livre Admissão de Nova Serrana e  ,0,2021-12-07T15:34:10Z,7/12/2021 12:34,753
Comunicado N° 38.001,3/12/2021 15:00,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128337,Comunicado,38001,0,Instituição Cooperativa de Crédito Noroeste de Minas Ltda. - Sicoob Noroeste de Minas  Instituição Cooperativa de Crédito Credinosso Ltda. - Sicoob Credinosso (CNPJ 06.324.872  ,0,2021-12-03T18:00:22Z,3/12/2021 15:00,754
Comunicado N° 37.997,2/12/2021 14:50,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128333,Comunicado,37997,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Crédito dos Integrantes do Poder Judiciário e do Ministério  ,0,2021-12-02T17:50:08Z,2/12/2021 14:50,755
Resolução BCB N° 168,1/12/2021 18:00,"Dispõe sobre os critérios contábeis aplicáveis às instituições de pagamento, às sociedades corretoras de títulos e valores mobiliários, às sociedades distribuidoras de títulos e valores mobiliários e às sociedades corretoras de câmbio autorizadas a funcionar pelo Banco Central do Brasil na elaboração dos documentos contábeis consolidados do conglomerado prudencial e sobre os procedimentos operacionais para a elaboração desses documentos pelas instituições financeiras e pelas instituições de pagamento.",SECRE,51606,Resolução BCB,168,0,"às administradoras de
consórcio; eII - às cooperativas de crédito.TÍTULO II DOS CRITÉRIOS CONTÁBEIS APLICÁVEIS  ",0,2021-12-01T21:00:00Z,1/12/2021 18:00,756
Comunicado N° 37.991,1/12/2021 15:45,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128327,Comunicado,37991,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de  Instituição Cooperativa de Crédito Sicoob Sertão Ltda. (CNPJ 02.057.584  ,0,2021-12-01T18:45:49Z,1/12/2021 15:45,757
Comunicado N° 37.973,29/11/2021 15:32,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128309,Comunicado,37973,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Economia e Crédito Mútuo dos Servidores Públicos no Estado do  ,0,2021-11-29T18:32:25Z,29/11/2021 15:32,758
Resolução CMN N° 4.970,25/11/2021 18:35,Disciplina os processos de autorização relacionados ao funcionamento das instituições que especifica.,SECRE,51600,Resolução CMN,4970,0,"IX - cooperativas de crédito  XV - sociedades de crédito imobiliário  1º, bem como desmembramento de cooperativa de crédito, condicionados ao
cumprimento dos requisitos  ",0,2021-11-25T21:35:00Z,25/11/2021 18:35,759
Resolução CMN N° 4.966,25/11/2021 18:32,"Dispõe sobre os conceitos e os critérios contábeis aplicáveis a instrumentos financeiros, bem como para a designação e o reconhecimento das relações de proteção (contabilidade de hedge) pelas instituições financeiras e demais instituições autorizadas a funcionar pelo Banco Central do Brasil.",SECRE,51596,Resolução CMN,4966,0,"perdas esperadas associadas ao risco de crédito dos
seguintes instrumentos financeiros  c) compromissos de crédito e créditos
a liberar que atendam a pelo menos uma das seguintes  ",0,2021-11-25T21:32:00Z,25/11/2021 18:32,760
Resolução CMN N° 4.965,25/11/2021 18:31,Define os recursos para os financiamentos ao amparo do Fundo de Defesa da Economia Cafeeira (Funcafé).,SECRE,51595,Resolução CMN,4965,0,"4º e 14 da Lei n  e)
Seção Crédito para Capital de Giro para Indústrias de Café Solúvel e de
Torrefação de Café e para Cooperativa de Produção até R$695.801.268,00 (seiscentos e  ",0,2021-11-25T21:31:00Z,25/11/2021 18:31,761
Comunicado N° 37.966,25/11/2021 17:33,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128302,Comunicado,37966,0,Instituição Cooperativa de Crédito CredCooperLtda  Instituição Cooperativa Economia Crédito Mútuo Servs e Empregados Públicos Munic  ,0,2021-11-25T20:33:41Z,25/11/2021 17:33,762
Comunicado N° 37.961,24/11/2021 14:24,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128297,Comunicado,37961,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a  Instituição Cooperativa de Crédito CredCooperLtda  ,0,2021-11-24T17:24:26Z,24/11/2021 14:24,763
Comunicado N° 37.948,19/11/2021 14:51,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128284,Comunicado,37948,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Credisis Credibrás Cooperativa de Crédito e Investimento de Livre Admissão do  ,0,2021-11-19T17:51:58Z,19/11/2021 14:51,764
Comunicado N° 37.937,17/11/2021 17:41,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128272,Comunicado,37937,0,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições  Instituição Cooperativa Central de Economia e Crédito Mútuo – Sicoob UniMais (CNPJ 73.085.573  ,0,2021-11-17T20:41:44Z,17/11/2021 17:41,765
